timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-06-11T12:52:42,codecarbon,a4142729-9ea2-4578-923b-fc689ccf70e0,0.01600027084350586,4.483838938275973e-08,0.0028023518989966725,32.5,16.281,11.980078697204592,1.444468895594279e-07,4.517859220504761e-09,0.0,1.4896474877993266e-07,Germany,DEU,,,,Windows-10-10.0.22000-SP0,3.9.12,16,AMD Ryzen 7 3700X 8-Core Processor,1,1 x NVIDIA GeForce GTX 1080,,,31.946876525878906,machine,N
